feature,scores,log2FoldChange,pvalue,padj,symbol
ENSG00000274897,0.08384813,0.42569622,0.9331771757503959,1.0,ENSG00000274897
ENSG00000225778,0.08384813,0.813546,0.9331771757503959,1.0,PROSER2-AS1
ENSG00000279638,0.08384813,0.84193605,0.9331771757503959,1.0,ENSG00000279638
ENSG00000202379,0.08384813,0.53322273,0.9331771757503959,1.0,LOC124900556
ENSG00000163462,0.08384813,0.231464,0.9331771757503959,1.0,TRIM46
ENSG00000270553,0.08384813,-0.07190884,0.9331771757503959,1.0,LOC107984970
ENSG00000175820,0.08384813,0.12200644,0.9331771757503959,1.0,LRTM3
ENSG00000270147,0.08384813,0.91421443,0.9331771757503959,1.0,ENSG00000270147
ENSG00000188051,0.08384813,0.28885224,0.9331771757503959,1.0,TMEM221
ENSG00000261351,0.08384813,0.2717321,0.9331771757503959,1.0,ENSG00000261351
ENSG00000158008,0.08384813,0.619852,0.9331771757503959,1.0,EXTL1
ENSG00000248240,0.08384813,0.69592017,0.9331771757503959,1.0,ENSG00000248240
ENSG00000258626,0.08384813,0.7793529,0.9331771757503959,1.0,COX7A2P1
ENSG00000229887,0.08384813,0.60529345,0.9331771757503959,1.0,HNRNPA1P6
ENSG00000243433,0.08384813,1.1500198,0.9331771757503959,1.0,ENSG00000243433
ENSG00000205794,0.08333373,-0.5173827,0.9335861806969838,1.0,ENSG00000205794
ENSG00000261777,0.08333373,-0.050219968,0.9335861806969838,1.0,DDX19A-DT
ENSG00000248479,0.08333373,0.22464566,0.9335861806969838,1.0,LOC105377259
ENSG00000228347,0.08333373,0.4736516,0.9335861806969838,1.0,FTLP17
ENSG00000232110,0.08333373,0.49605733,0.9335861806969838,1.0,ENSG00000232110
ENSG00000174715,0.08333373,0.059204943,0.9335861806969838,1.0,PPIAP72
ENSG00000273165,0.08333373,-0.07650631,0.9335861806969838,1.0,ENSG00000273165
ENSG00000240005,0.08333373,0.70033336,0.9335861806969838,1.0,STIM2-AS1
ENSG00000241535,0.08333373,0.6751473,0.9335861806969838,1.0,CBX5P1
ENSG00000244564,0.08333373,0.075076595,0.9335861806969838,1.0,PRICKLE2-DT
ENSG00000279320,0.08333373,0.42443785,0.9335861806969838,1.0,ENSG00000279320
ENSG00000136141,0.08333373,-0.076200135,0.9335861806969838,1.0,LRCH1
ENSG00000240435,0.08333373,0.86512595,0.9335861806969838,1.0,RPS12P27
ENSG00000249112,0.08333373,0.4536974,0.9335861806969838,1.0,ENSG00000249112
ENSG00000161647,0.08333373,0.22413957,0.9335861806969838,1.0,MPP3
ENSG00000258405,0.08384813,0.19014522,0.9331771757503959,1.0,ZNF578
ENSG00000095596,0.08281933,0.1003142,0.933995203176905,1.0,CYP26A1
ENSG00000269533,0.08281933,0.40674925,0.933995203176905,1.0,ENSG00000269533
ENSG00000227684,0.08281933,-0.17608361,0.933995203176905,1.0,CROCCP4
ENSG00000256304,0.08281933,0.35590875,0.933995203176905,1.0,ENSG00000256304
ENSG00000252311,0.08281933,-0.3336533,0.933995203176905,1.0,RNU1-103P
ENSG00000179304,0.08281933,-0.45177764,0.933995203176905,1.0,FAM156B
ENSG00000225945,0.08281933,0.19126043,0.933995203176905,1.0,ZFAND3-DT
ENSG00000212296,0.08281933,0.72490466,0.933995203176905,1.0,SNORD72
ENSG00000260036,0.08281933,-0.08031057,0.933995203176905,1.0,ENSG00000260036
ENSG00000258968,0.08281933,0.16680315,0.933995203176905,1.0,ENSG00000258968
ENSG00000172716,0.08281933,0.93316287,0.933995203176905,1.0,SLFN11
ENSG00000131730,0.08307653,0.079699755,0.9337906897519953,1.0,CKMT2
ENSG00000278266,0.08307653,-0.36598274,0.9337906897519953,1.0,ENSG00000278266
ENSG00000272097,0.08333373,0.67063344,0.9335861806969838,1.0,TMEM14B-DT
ENSG00000259488,0.08333373,0.37437928,0.9335861806969838,1.0,DUT-AS1
ENSG00000150054,0.08333373,0.6698109,0.9335861806969838,1.0,MPP7
ENSG00000120071,0.08230492,0.035388317,0.9344042430826739,1.0,KANSL1
ENSG00000275958,0.08230492,0.21160725,0.9344042430826739,1.0,ENSG00000275958
ENSG00000235376,0.08230492,-0.28894526,0.9344042430826739,1.0,RPEL1
ENSG00000275793,0.08230492,-0.7551211,0.9344042430826739,1.0,RIMBP3
ENSG00000041353,0.08230492,1.5451676,0.9344042430826739,1.0,RAB27B
ENSG00000178597,0.08230492,-0.00067666575,0.9344042430826739,1.0,PSAPL1
ENSG00000178297,0.08281933,0.041103374,0.933995203176905,1.0,TMPRSS9
ENSG00000243422,0.08281933,0.49340978,0.933995203176905,1.0,RPL23AP49
ENSG00000251869,0.08281933,-0.033561766,0.933995203176905,1.0,SCARNA23
ENSG00000266467,0.08281933,0.3607017,0.933995203176905,1.0,RN7SL220P
ENSG00000181788,0.08281933,0.04029894,0.933995203176905,1.0,SIAH2
ENSG00000206897,0.08281933,-0.48857653,0.933995203176905,1.0,SNORA9B
ENSG00000016082,0.08281933,-0.31492987,0.933995203176905,1.0,ISL1
ENSG00000248221,0.08281933,-0.54318947,0.933995203176905,1.0,STX18-IT1
ENSG00000269952,0.08281933,0.6299268,0.933995203176905,1.0,ENSG00000269952
ENSG00000162368,0.08281933,-0.00028538835,0.933995203176905,1.0,CMPK1
ENSG00000254207,0.08230492,0.21587549,0.9344042430826739,1.0,ENSG00000254207
ENSG00000223821,0.08230492,0.083749704,0.9344042430826739,1.0,ENSG00000223821
ENSG00000213626,0.08230492,2.1878672,0.9344042430826739,1.0,LBH
ENSG00000273496,0.08230492,-0.56305397,0.9344042430826739,1.0,ENSG00000273496
ENSG00000265706,0.08230492,0.14590491,0.9344042430826739,1.0,SNORD53B
ENSG00000228172,0.08230492,-0.1541123,0.9344042430826739,1.0,ENSG00000228172
ENSG00000203506,0.08230492,0.26982778,0.9344042430826739,1.0,RBMS3-AS2
ENSG00000241409,0.08230492,-0.046275407,0.9344042430826739,1.0,ENSG00000241409
ENSG00000271774,0.08230492,0.1479187,0.9344042430826739,1.0,ENSG00000271774
ENSG00000221063,0.08230492,-0.0112220375,0.9344042430826739,1.0,MIR1296
ENSG00000167646,0.08230492,0.3950707,0.9344042430826739,1.0,DNAAF3
ENSG00000242067,0.08230492,-0.04584793,0.9344042430826739,1.0,RPL9P28
ENSG00000186452,0.08230492,1.7015932,0.9344042430826739,1.0,TMPRSS12
ENSG00000260698,0.08230492,-0.10578646,0.9344042430826739,1.0,ENSG00000260698
ENSG00000212147,0.08230492,0.1322422,0.9344042430826739,1.0,RNU6-1106P
ENSG00000258984,0.08230492,0.4434116,0.9344042430826739,1.0,UBE2F-SCLY
ENSG00000253374,0.081790514,-0.05360301,0.9348133003067907,1.0,ENSG00000253374
ENSG00000205611,0.081790514,-0.98451424,0.9348133003067907,1.0,LOC107985433
ENSG00000167074,0.081790514,0.26952332,0.9348133003067907,1.0,TEF
ENSG00000112759,0.081790514,0.05637724,0.9348133003067907,1.0,SLC29A1
ENSG00000204381,0.081790514,0.2603657,0.9348133003067907,1.0,LAYN
ENSG00000263952,0.081790514,0.15802772,0.9348133003067907,1.0,ENSG00000263952
ENSG00000176289,0.081790514,-0.09205064,0.9348133003067907,1.0,IDSP1
ENSG00000270177,0.081790514,-1.8283654,0.9348133003067907,1.0,PPP2CA-DT
ENSG00000082641,0.081790514,0.1400923,0.9348133003067907,1.0,NFE2L1
ENSG00000279283,0.081790514,-0.34487242,0.9348133003067907,1.0,ENSG00000279283
ENSG00000250436,0.081790514,-0.2381897,0.9348133003067907,1.0,LINC02499
ENSG00000250511,0.081790514,-0.27896932,0.9348133003067907,1.0,ENSG00000250511
ENSG00000267397,0.081790514,-0.77210116,0.9348133003067907,1.0,ENSG00000267397
ENSG00000213376,0.08230492,0.9874084,0.9344042430826739,1.0,GAPDHP71
ENSG00000168135,0.08230492,-0.4305837,0.9344042430826739,1.0,KCNJ4
ENSG00000234602,0.08230492,0.47924653,0.9344042430826739,1.0,MCIDAS
ENSG00000230267,0.081276104,1.5387353,0.9352223747417422,1.0,HERC2P4
ENSG00000178752,0.081276104,-0.73929274,0.9352223747417422,1.0,ERFE
ENSG00000187144,0.081276104,1.7936721,0.9352223747417422,1.0,SPATA21
ENSG00000264279,0.081276104,-1.0666486,0.9352223747417422,1.0,MIR4786
ENSG00000273910,0.081276104,-0.8926428,0.9352223747417422,1.0,ENSG00000273910
ENSG00000163705,0.081276104,-0.3415039,0.9352223747417422,1.0,FANCD2OS
ENSG00000235245,0.081276104,-0.14788231,0.9352223747417422,1.0,ENSG00000235245
ENSG00000106034,0.081276104,-0.47280237,0.9352223747417422,1.0,CPED1
ENSG00000229980,0.081276104,-0.06777156,0.9352223747417422,1.0,TOB1-AS1
ENSG00000152591,0.081276104,-1.2226816,0.9352223747417422,1.0,DSPP
ENSG00000151376,0.081276104,0.015468162,0.9352223747417422,1.0,ME3
ENSG00000126464,0.08153331,0.94532603,0.9350178353796321,1.0,PRR12
ENSG00000279233,0.081790514,-1.3765136,0.9348133003067907,1.0,ENSG00000279233
ENSG00000229051,0.081790514,-0.99272126,0.9348133003067907,1.0,LINC01788
ENSG00000267510,0.081790514,0.21735135,0.9348133003067907,1.0,ENSG00000267510
ENSG00000154485,0.081790514,-0.68327,0.9348133003067907,1.0,MMP21
ENSG00000107554,0.07973289,0.124851495,0.9364497002362682,1.0,DNMBP
ENSG00000061936,0.07973289,0.13219693,0.9364497002362682,1.0,SFSWAP
ENSG00000149292,0.07973289,0.119536236,0.9364497002362682,1.0,TTC12
ENSG00000269376,0.0802473,-0.89043576,0.9360405748140281,1.0,ENSG00000269376
ENSG00000197889,0.0802473,1.5260532,0.9360405748140281,1.0,MEIG1
ENSG00000272795,0.0802473,-1.166104,0.9360405748140281,1.0,GAR1-DT
ENSG00000260949,0.0802473,-0.54617846,0.9360405748140281,1.0,ENSG00000260949
ENSG00000164296,0.0805045,0.5765235,0.9358360184292657,1.0,TIGD6
ENSG00000169122,0.0805045,0.8533864,0.9358360184292657,1.0,FAM110B
ENSG00000203872,0.0807617,0.23503844,0.9356314662800015,1.0,C6orf163
ENSG00000265638,0.0807617,-0.27575317,0.9356314662800015,1.0,ENSG00000265638
ENSG00000262294,0.0807617,1.8491405,0.9356314662800015,1.0,RPH3AL-AS2
ENSG00000198794,0.0807617,-0.009715599,0.9356314662800015,1.0,SCAMP5
ENSG00000167614,0.0807617,-0.6607625,0.9356314662800015,1.0,TTYH1
ENSG00000145743,0.0807617,-0.61728776,0.9356314662800015,1.0,FBXL17
ENSG00000240423,0.081276104,-0.55728734,0.9352223747417422,1.0,LINC00636
ENSG00000241860,0.07818967,1.2383808,0.9376771767565288,1.0,ENSG00000241860
ENSG00000103042,0.07818967,-0.09602536,0.9376771767565288,1.0,SLC38A7
ENSG00000265480,0.07844687,-0.050485674,0.9374725869718584,1.0,KRT18P55
ENSG00000155438,0.07844687,0.027083365,0.9374725869718584,1.0,NIFK
ENSG00000141985,0.07844687,0.039881825,0.9374725869718584,1.0,SH3GL1
ENSG00000102595,0.07870408,0.16713774,0.9372680013151057,1.0,UGGT2
ENSG00000260558,0.07870408,0.8388001,0.9372680013151057,1.0,ENSG00000260558
ENSG00000130818,0.07870408,0.20554191,0.9372680013151057,1.0,ZNF426
ENSG00000127366,0.07870408,0.8175469,0.9372680013151057,1.0,TAS2R5
ENSG00000241352,0.07870408,-0.020645004,0.9372680013151057,1.0,RPS6P1
ENSG00000203711,0.07870408,-0.20412111,0.9372680013151057,1.0,LINC02901
ENSG00000239218,0.07870408,1.4150126,0.9372680013151057,1.0,RPS20P22
ENSG00000230793,0.079218484,0.57241875,0.9368588424391542,1.0,SMARCE1P5
ENSG00000090432,0.079475686,0.058231737,0.9366542692468538,1.0,MUL1
ENSG00000219384,0.07973289,1.1142986,0.9364497002362682,1.0,LOC100420052
ENSG00000254154,0.07973289,1.7136397,0.9364497002362682,1.0,CRYZL2P-SEC16B
ENSG00000117528,0.077160865,-0.00039725835,0.9384955769053493,1.0,ABCD3
ENSG00000214089,0.07767527,0.34053388,0.9380863686558167,1.0,RPL9P21
ENSG00000270190,0.07767527,1.3440652,0.9380863686558167,1.0,ENSG00000270190
ENSG00000270223,0.07767527,0.17800374,0.9380863686558167,1.0,ENSG00000270223
ENSG00000232811,0.07767527,1.2065337,0.9380863686558167,1.0,ENSG00000232811
ENSG00000241941,0.07767527,-0.30462608,0.9380863686558167,1.0,RPL32P26
ENSG00000197870,0.07767527,1.5965002,0.9380863686558167,1.0,PRB3
ENSG00000132906,0.07767527,-0.01325132,0.9380863686558167,1.0,CASP9
ENSG00000102265,0.07793247,-0.28141052,0.9378817706556656,1.0,TIMP1
ENSG00000259321,0.07818967,0.8207121,0.9376771767565288,1.0,ENSG00000259321
ENSG00000224059,0.07818967,1.0342885,0.9376771767565288,1.0,HSPA8P16
ENSG00000133401,0.07818967,1.0447688,0.9376771767565288,1.0,PDZD2
ENSG00000183914,0.07818967,0.46777385,0.9376771767565288,1.0,DNAH2
ENSG00000252947,0.07818967,0.19875923,0.9376771767565288,1.0,SCARNA1
ENSG00000201221,0.07818967,-0.22037566,0.9376771767565288,1.0,RNU4-40P
ENSG00000196119,0.07818967,0.6663944,0.9376771767565288,1.0,OR8A1
ENSG00000253537,0.076646455,1.105389,0.9389048013974938,1.0,PCDHGA7
ENSG00000227969,0.076646455,0.41461787,0.9389048013974938,1.0,NPM1P22
ENSG00000255337,0.076646455,0.6018223,0.9389048013974938,1.0,TMEM123-DT
ENSG00000281106,0.076646455,0.6908028,0.9389048013974938,1.0,TMEM272
ENSG00000229048,0.076646455,0.69854724,0.9389048013974938,1.0,DUTP1
ENSG00000230734,0.076903656,-0.44630492,0.9387001871278227,1.0,RPL10P3
ENSG00000114737,0.077160865,0.36393496,0.9384955769053493,1.0,CISH
ENSG00000218428,0.077160865,0.4322485,0.9384955769053493,1.0,NIP7P3
ENSG00000135541,0.077160865,-0.040447332,0.9384955769053493,1.0,AHI1
ENSG00000188227,0.077160865,0.53134286,0.9384955769053493,1.0,ZNF793
ENSG00000260751,0.077160865,0.28360918,0.9384955769053493,1.0,ENSG00000260751
ENSG00000186517,0.077160865,0.26068538,0.9384955769053493,1.0,ARHGAP30
ENSG00000253108,0.077160865,0.7953457,0.9384955769053493,1.0,ENSG00000253108
ENSG00000260318,0.077160865,0.9166433,0.9384955769053493,1.0,COX6CP1
ENSG00000222017,0.077160865,-0.4120951,0.9384955769053493,1.0,ENSG00000222017
ENSG00000277566,0.077160865,0.8632898,0.9384955769053493,1.0,ENSG00000277566
ENSG00000167323,0.07561764,0.3113694,0.9397232986790219,1.0,STIM1
ENSG00000228399,0.07561764,-0.008713177,0.9397232986790219,1.0,RPS20P6
ENSG00000233837,0.07561764,-0.38448665,0.9397232986790219,1.0,EIF3LP2
ENSG00000240207,0.07587485,-1.0694631,0.9395186683551288,1.0,LOC100287290
ENSG00000196296,0.07613205,-0.12387089,0.9393140420246041,1.0,ATP2A1
ENSG00000255340,0.07613205,0.12678683,0.9393140420246041,1.0,ENSG00000255340
ENSG00000226881,0.07613205,-0.20984755,0.9393140420246041,1.0,H3P44
ENSG00000174607,0.07613205,0.15398379,0.9393140420246041,1.0,UGT8
ENSG00000260782,0.07613205,-0.045780066,0.9393140420246041,1.0,ENSG00000260782
ENSG00000137409,0.07613205,-0.010095195,0.9393140420246041,1.0,MTCH1
ENSG00000138685,0.07613205,0.088123456,0.9393140420246041,1.0,FGF2
ENSG00000161180,0.07613205,0.32137296,0.9393140420246041,1.0,CCDC116
ENSG00000177803,0.07613205,0.628052,0.9393140420246041,1.0,YWHAQP4
ENSG00000171747,0.07613205,0.38017482,0.9393140420246041,1.0,LGALS4
ENSG00000183508,0.07638925,0.20960023,0.9391094197009066,1.0,TENT5C
ENSG00000174137,0.076646455,-0.10654569,0.9389048013974938,1.0,FAM53A
ENSG00000152433,0.07433163,0.5332132,0.9407465097279127,1.0,ZNF547
ENSG00000207457,0.074588835,-0.26908514,0.9405418596390822,1.0,RNU6-476P
ENSG00000237757,0.074588835,0.5696106,0.9405418596390822,1.0,EEF1A1P30
ENSG00000181322,0.074588835,-0.6080088,0.9405418596390822,1.0,NME9
ENSG00000229111,0.074588835,1.6348072,0.9405418596390822,1.0,MED4-AS1
ENSG00000133665,0.07510324,0.1477088,0.9401325712530759,1.0,DYDC2
ENSG00000268186,0.07510324,1.5955249,0.9401325712530759,1.0,ZNF114-AS1
ENSG00000243069,0.07510324,0.03130991,0.9401325712530759,1.0,ARHGEF26-AS1
ENSG00000241810,0.07510324,0.21030349,0.9401325712530759,1.0,HMGN2P13
ENSG00000227914,0.07510324,0.99757487,0.9401325712530759,1.0,KANK1-AS1
ENSG00000248485,0.07510324,-0.077791266,0.9401325712530759,1.0,PCP4L1
ENSG00000259105,0.07510324,0.75916207,0.9401325712530759,1.0,RPS3AP4
ENSG00000255156,0.07561764,0.15880199,0.9397232986790219,1.0,RNY1P9
ENSG00000230457,0.07561764,-3.690707e-05,0.9397232986790219,1.0,PA2G4P4
ENSG00000271966,0.07561764,0.26487982,0.9397232986790219,1.0,ARFGEF1-DT
ENSG00000185591,0.07561764,0.04953815,0.9397232986790219,1.0,SP1
ENSG00000137177,0.07356002,0.34773055,0.9413604834161533,1.0,KIF13A
ENSG00000267680,0.07356002,0.054268498,0.9413604834161533,1.0,ZNF224
ENSG00000259146,0.07356002,-0.47743934,0.9413604834161533,1.0,SIPA1L1-AS1
ENSG00000233967,0.07356002,-0.8858198,0.9413604834161533,1.0,ENSG00000233967
ENSG00000126878,0.07381722,0.20226963,0.9411558216299127,1.0,AIF1L
ENSG00000100360,0.07381722,0.07810364,0.9411558216299127,1.0,IFT27
ENSG00000243144,0.074074425,0.98544985,0.9409511637293443,1.0,LINC02932
ENSG00000163584,0.074074425,-0.03708896,0.9409511637293443,1.0,RPL22L1
ENSG00000167601,0.074074425,1.5379918,0.9409511637293443,1.0,AXL
ENSG00000171408,0.074074425,-0.14538772,0.9409511637293443,1.0,PDE7B
ENSG00000250232,0.074074425,-0.18261878,0.9409511637293443,1.0,ENSG00000250232
ENSG00000280047,0.074074425,0.9479218,0.9409511637293443,1.0,ENSG00000280047
ENSG00000264141,0.074074425,-0.9618682,0.9409511637293443,1.0,MIR3928
ENSG00000223822,0.074074425,0.09988563,0.9409511637293443,1.0,EEF1A1P1
ENSG00000212402,0.074074425,-0.06258823,0.9409511637293443,1.0,SNORA74B
ENSG00000234782,0.074074425,0.7017756,0.9409511637293443,1.0,TPT1P9
ENSG00000253982,0.07278841,0.32905212,0.9419744919542489,1.0,CLN8-AS1
ENSG00000253320,0.07278841,0.23569699,0.9419744919542489,1.0,MAILR
ENSG00000243694,0.07278841,0.13970765,0.9419744919542489,1.0,LINC02027
ENSG00000091039,0.07304562,0.069976665,0.9417698185917881,1.0,OSBPL8
ENSG00000279048,0.07304562,-0.48930773,0.9417698185917881,1.0,ENSG00000279048
ENSG00000167434,0.07304562,1.1446553,0.9417698185917881,1.0,CA4
ENSG00000139908,0.07304562,1.0633737,0.9417698185917881,1.0,TSSK4
ENSG00000168421,0.07304562,0.5429523,0.9417698185917881,1.0,RHOH
ENSG00000024422,0.07304562,-0.61845917,0.9417698185917881,1.0,EHD2
ENSG00000118058,0.07304562,0.013552664,0.9417698185917881,1.0,KMT2A
ENSG00000254463,0.07304562,0.85130674,0.9417698185917881,1.0,PPIAP41
ENSG00000243175,0.07304562,1.2955922,0.9417698185917881,1.0,RPSAP36
ENSG00000105928,0.07330282,0.071443215,0.9415651490746005,1.0,GSDME
ENSG00000137752,0.07356002,1.3135175,0.9413604834161533,1.0,CASP1
ENSG00000114779,0.07356002,0.2736591,0.9413604834161533,1.0,ABHD14B
ENSG00000213296,0.07356002,0.36009383,0.9413604834161533,1.0,RPS2P31
ENSG00000172403,0.071502395,0.60368246,0.942997915974251,1.0,SYNPO2
ENSG00000261485,0.071502395,0.8577062,0.942997915974251,1.0,PAN3-AS1
ENSG00000215349,0.071759604,0.044590212,0.9427932235874565,1.0,MRPL3P1
ENSG00000188375,0.072016805,-0.12593219,0.9425885349785886,1.0,H3-5
ENSG00000184856,0.072016805,1.0210477,0.9425885349785886,1.0,LINC00308
ENSG00000234705,0.072016805,-1.0066845,0.9425885349785886,1.0,HMGA1P4
ENSG00000267570,0.072016805,0.60242313,0.9425885349785886,1.0,STK25P1
ENSG00000183598,0.072016805,-0.72718894,0.9425885349785886,1.0,H3C13
ENSG00000153310,0.072016805,-0.007962934,0.9425885349785886,1.0,CYRIB
ENSG00000281021,0.07253121,1.1234467,0.9421791691485151,1.0,ENSG00000281021
ENSG00000164123,0.07253121,0.82901144,0.9421791691485151,1.0,SPMIP2
ENSG00000227347,0.07253121,0.20791383,0.9421791691485151,1.0,HNRNPKP2
ENSG00000272129,0.07253121,1.2069324,0.9421791691485151,1.0,ENSG00000272129
ENSG00000232034,0.07253121,0.87355626,0.9421791691485151,1.0,ENSG00000232034
ENSG00000213194,0.07253121,0.21435161,0.9421791691485151,1.0,CDK7P1
ENSG00000171056,0.07253121,0.95382947,0.9421791691485151,1.0,SOX7
ENSG00000217442,0.06995918,0.5692529,0.9442261488770131,1.0,SYCE3
ENSG00000234171,0.07021639,-0.04047889,0.9440214341055891,1.0,RNASEH1-DT
ENSG00000095485,0.07047359,0.086987615,0.9438167230312509,1.0,CWF19L1
ENSG00000166925,0.07047359,-0.05284071,0.9438167230312509,1.0,TSC22D4
ENSG00000160791,0.07047359,1.2248379,0.9438167230312509,1.0,CCR5
ENSG00000260230,0.07047359,0.753021,0.9438167230312509,1.0,FRRS1L
ENSG00000237799,0.07047359,0.1905878,0.9438167230312509,1.0,CICP11
ENSG00000279319,0.07098799,0.8013557,0.9434073120277323,1.0,ENSG00000279319
ENSG00000280153,0.07098799,0.78644305,0.9434073120277323,1.0,ENSG00000280153
ENSG00000227986,0.07098799,0.62925345,0.9434073120277323,1.0,TRIM60P18
ENSG00000223749,0.07098799,-0.113020316,0.9434073120277323,1.0,MIR503HG
ENSG00000256238,0.07098799,0.6915578,0.9434073120277323,1.0,SUPT16HP1
ENSG00000145700,0.07098799,0.68920624,0.9434073120277323,1.0,ANKRD31
ENSG00000228794,0.07124519,0.2644035,0.9432026121255004,1.0,LINC01128
ENSG00000276354,0.071502395,-1.0771863,0.942997915974251,1.0,ENSG00000276354
ENSG00000272844,0.071502395,1.134825,0.942997915974251,1.0,ENSG00000272844
ENSG00000161010,0.06790156,0.05945498,0.9458639985262165,1.0,MRNIP
ENSG00000269486,0.06790156,0.6200756,0.9458639985262165,1.0,ERVK9-11
ENSG00000172404,0.06790156,0.118507,0.9458639985262165,1.0,DNAJB7
ENSG00000258294,0.06790156,0.14110939,0.9458639985262165,1.0,ENSG00000258294
ENSG00000269973,0.06815876,0.18999915,0.9456592546633045,1.0,ENSG00000269973
ENSG00000187537,0.06841596,-0.201783,0.9454545143896497,1.0,POTEG
ENSG00000256274,0.06841596,0.06676196,0.9454545143896497,1.0,TAS2R64P
ENSG00000217889,0.06841596,0.41886753,0.9454545143896497,1.0,KRT18P48
ENSG00000270024,0.06841596,0.4131892,0.9454545143896497,1.0,ENSG00000270024
ENSG00000237118,0.06867316,0.17170064,0.9452497777187332,1.0,CYP2F2P
ENSG00000248780,0.06893037,0.47729197,0.9450450446640353,1.0,ARL4AP2
ENSG00000171551,0.069444776,0.9207304,0.9446355894572136,1.0,ECEL1
ENSG00000255642,0.069444776,0.7334567,0.9446355894572136,1.0,PABPC1P4
ENSG00000267561,0.069444776,0.6131663,0.9446355894572136,1.0,ENSG00000267561
ENSG00000258944,0.069444776,-0.40802643,0.9446355894572136,1.0,PAPLN-AS2
ENSG00000237976,0.06970198,-0.14622249,0.9444308673320468,1.0,RFX5-AS1
ENSG00000256083,0.066872746,0.47759512,0.9466830096007903,1.0,HMGA2-AS2
ENSG00000279696,0.066872746,-0.9995204,0.9466830096007903,1.0,ENSG00000279696
ENSG00000134030,0.066872746,1.2270106,0.9466830096007903,1.0,CTIF
ENSG00000143641,0.066872746,0.009099996,0.9466830096007903,1.0,GALNT2
ENSG00000237115,0.066872746,0.5799756,0.9466830096007903,1.0,LOC100421775
ENSG00000228614,0.066872746,-0.2071865,0.9466830096007903,1.0,ENSG00000228614
ENSG00000258818,0.06738715,0.14419718,0.9462734969658844,1.0,RNASE4
ENSG00000261612,0.06738715,0.1614147,0.9462734969658844,1.0,SUB1P3
ENSG00000117425,0.06738715,0.021761555,0.9462734969658844,1.0,PTCH2
ENSG00000177096,0.06764436,0.27403027,0.946068745964904,1.0,PHETA2
ENSG00000281026,0.06790156,1.3419514,0.9458639985262165,1.0,N4BP2L2-IT2
ENSG00000140265,0.06790156,0.10738519,0.9458639985262165,1.0,ZSCAN29
ENSG00000236905,0.06790156,0.97137874,0.9458639985262165,1.0,RPS5P4
ENSG00000112902,0.06790156,0.91022956,0.9458639985262165,1.0,SEMA5A
ENSG00000231882,0.06790156,0.7748187,0.9458639985262165,1.0,F10-AS1
ENSG00000274482,0.06790156,0.09579926,0.9458639985262165,1.0,ENSG00000274482
ENSG00000013588,0.06532953,0.29005352,0.9479116315981393,1.0,GPRC5A
ENSG00000102738,0.06532953,0.06678862,0.9479116315981393,1.0,MRPS31
ENSG00000235115,0.06532953,0.32573807,0.9479116315981393,1.0,CHCHD2P8
ENSG00000132434,0.06558673,0.20531942,0.9477068525842701,1.0,LANCL2
ENSG00000202347,0.06584393,0.0134728635,0.9475020770248086,1.0,RNU1-16P
ENSG00000167600,0.06584393,1.0004631,0.9475020770248086,1.0,CYP2S1
ENSG00000186280,0.06584393,0.59766924,0.9475020770248086,1.0,KDM4D
ENSG00000161692,0.06584393,0.02359696,0.9475020770248086,1.0,DBF4B
ENSG00000114113,0.06635834,-0.035357617,0.9470925363230601,1.0,RBP2
ENSG00000224906,0.06635834,0.47198513,0.9470925363230601,1.0,SRP14P1
ENSG00000271964,0.06635834,0.75316685,0.9470925363230601,1.0,ENSG00000271964
ENSG00000256056,0.066615544,-0.43720326,0.9468877712077473,1.0,C12orf71BP
ENSG00000147231,0.066615544,0.42344707,0.9468877712077473,1.0,RADX
ENSG00000121270,0.066872746,-0.15126249,0.9466830096007903,1.0,ABCC11
ENSG00000205181,0.066872746,0.30108508,0.9466830096007903,1.0,LINC00654
ENSG00000154127,0.066872746,-0.118007965,0.9466830096007903,1.0,UBASH3B
ENSG00000065665,0.0627575,0.21869665,0.9499596087613881,1.0,SEC61A2
ENSG00000228878,0.0630147,0.57885706,0.9497547959454361,1.0,SEPTIN7-DT
ENSG00000249846,0.06327191,0.19765446,0.9495499864489738,1.0,LINC02021
ENSG00000213399,0.06327191,0.00072371785,0.9495499864489738,1.0,RPS2P17
ENSG00000155966,0.06327191,1.3423624,0.9495499864489738,1.0,AFF2
ENSG00000197977,0.06378631,0.03544327,0.9491403774684966,1.0,ELOVL2
ENSG00000156042,0.064300716,0.027158445,0.948730781927907,1.0,CFAP70
ENSG00000213790,0.064300716,0.045588795,0.948730781927907,1.0,OLA1P1
ENSG00000205549,0.064300716,-0.037620623,0.948730781927907,1.0,LINC03041
ENSG00000223653,0.064300716,-0.12788971,0.948730781927907,1.0,BCL10-AS1
ENSG00000225976,0.064300716,0.22284457,0.948730781927907,1.0,CKS1BP2
ENSG00000185837,0.06481513,-0.20383465,0.9483211999351449,1.0,HDHD5-AS1
ENSG00000262420,0.06481513,-0.44606963,0.9483211999351449,1.0,TXNDC11-AS1
ENSG00000261542,0.06507233,0.56002885,0.9481164140529273,1.0,ENSG00000261542
ENSG00000228573,0.06532953,-0.13210098,0.9479116315981393,1.0,ENSG00000228573
ENSG00000256690,0.06532953,0.2123862,0.9479116315981393,1.0,STX5-DT
ENSG00000100426,0.060185473,0.059130907,0.9520079165235124,1.0,ZBED4
